Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
how-did-you-grow-change,s2KylNxSR6LW7N1DUzOr,"How did you grow/change?",3,3,parenthood,"Parenthood",93,"Adulthood > Parenthood > How did you grow/change?"
college,s86VM1gmqm1Qf1SWSH4V,"College",2,2,adulthood,"Adulthood",0,"Adulthood > College"
tv-evolution,sBUva1o0uRVytcFhGWs1,"TV Evolution",4,4,what-cartoons-did-you-watch-as,"What cartoons did you watch as a kid?",1,"THEMES > Television > What cartoons did you watch as a kid? > TV Evolution"
what-societal-or-cultural,sESJkPFxnzlJPdMz360h,"What societal or cultural events of elements of music, television, movies,
books, fashion influenced you?",3,3,childhood-reflection,"Childhood Reflection",58,"Preschool > Childhood Reflection > What societal or cultural events of elements of music, television, movies,
books, fashion influenced you?"
what-s-the-story-behind-your,sHuD33pkqacHi9ECtbtK,"What�s the story behind your name?",3,3,my-birth,"My Birth",6,"Introduction > My Birth > What�s the story behind your name?"
how-to-win-at-office-politics,sO6nLQY2ISfaEEom3ZsB,"How to Win at Office Politics.",4,4,books,"Books",0,"THEMES > Books > How to Win at Office Politics."
cough-drops,sPL46UkqZ8BhKlpSuM0C,"Cough Drops",4,4,what-stories-do-you-remember,"What stories do you remember about him?",0,"Introduction > My Maternal Grandfather > What stories do you remember about him? > Cough Drops"
did-you-go-to-college,sRScac9y25S7oH6NoJi1,"Did you go to college?",3,3,college,"College",0,"Adulthood > College > Did you go to college?"
what-family-gatherings,sbHctt3nuVs65YAKAl1K,"What family gatherings occurred?",3,3,high-school,"High School",31,"Preschool > High School > What family gatherings occurred?"
gas-money,sbRYeZkC2foBZBkvv7b2,"Gas Money",4,4,what-was-your-first-car,"�What was your first car?",0,"THEMES > Cars > �What was your first car? > Gas Money"
how-did-goals-change,sgjlK0vYEwwMRYMktLfW,"How did goals change?",3,3,financial,"Financial",1,"THEMES > Financial > How did goals change?"
financial,sngoc4s0PU4HWnZQ8TMS,"Financial",2,2,themes,"THEMES",0,"THEMES > Financial"
what-are-your-regrets,sonrACF8CcfB987bLt3A,"What are your regrets?",3,3,blessings,"Blessings",4,"THEMES > Blessings > What are your regrets?"
missed-christmas-flight,sp1IAJP80CbXi5cXIonI,"Missed Christmas Flight",4,4,have-you-ever-missed-a-flight,"Have you ever missed a flight?",0,"THEMES > Music > Have you ever missed a flight? > Missed Christmas Flight"
do-you-believe-there-is-life,ssOF1xVKbbdIGgWtdAqz,"Do you believe there is life on other planets?",3,3,miscellaneous,"Miscellaneous",3,"THEMES > Miscellaneous > Do you believe there is life on other planets?"
springbrook,sxZEExsQ02adKkR3k6jz,"Springbrook",4,4,marriage,"Marriage",0,"Adulthood > Family > Marriage > Springbrook"
the-house,szJmSrXMwm1MZL4IXhc1,"The House",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",1,"Preschool > Elementary School > What do you remember outside of school about this time? > The House"
what-wisdom-did-you-gain,szLrb7JfPz0FUJIvrMDh,"What wisdom did you gain?",3,3,parenthood,"Parenthood",94,"Adulthood > Parenthood > What wisdom did you gain?"
ill-advised-acquisition,t0VqdnWMXED26dv3vxtX,"Ill-Advised Acquisition",4,4,caribiner,"Caribiner",1,"Adulthood > Career > Caribiner > Ill-Advised Acquisition"
my-children,t2SVgSJaG4TANXLW4pfm,"My Children",2,2,themes,"THEMES",25,"THEMES > My Children"
creative-mishaps,t3aRlGHEz9UiAbmXCOHF,"Creative
Mishaps",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",36,"Preschool > Elementary School > What do you remember outside of school about this time? > Creative
Mishaps"
how-did-you-learn-to-drive,t3pVOFLIxtgAq33wOWwy,"How did you learn to
drive?",3,3,cars,"Cars",1,"THEMES > Cars > How did you learn to
drive?"
what-achievements-are-you-most,t5YxlazWObATF0o1zggE,"What achievements are you most proud of?",3,3,career-reflection,"Career Reflection",27,"Adulthood > Career Reflection > What achievements are you most proud of?"
who-was-your-favorite-teacher,t8YsgvBHM44NAIomXO1X,"�Who was your favorite teacher in high school?",3,3,high-school,"High School",10,"Preschool > High School > �Who was your favorite teacher in high school?"
2020,tEHrkWeijg1yNm3uxEQx,"2020",4,4,business,"Business",0,"The Decades > The 2020�s > Business > 2020"
what-neighborhoods-shaped,tMEM6hn4LUHMArQSQbGr,"What neighborhoods shaped family life?",3,3,parenthood,"Parenthood",35,"Adulthood > Parenthood > What neighborhoods shaped family life?"
educational-guinea-pig,tTmwV6gsIxqiYpbGYNeI,"Educational Guinea Pig",4,4,what-extracurricular,"What extracurricular activities did you join?",1,"Preschool > Middle School > What extracurricular activities did you join? > Educational Guinea Pig"
football,tTsSOr56qvlbBGox8vFP,"Football",4,4,how-have-sports-influenced,"How have sports influenced your life?",0,"THEMES > Sports > How have sports influenced your life? > Football"
what-activities-did-you-share,tUckOtCEwyDukxYDsmao,"What activities did you share?",3,3,childhood-reflection,"Childhood Reflection",47,"Preschool > Childhood Reflection > What activities did you share?"
how-did-sibling-relationships,tUsWtNcbas5sXQNf9A7r,"How did sibling relationships develop?",3,3,parenthood,"Parenthood",27,"Adulthood > Parenthood > How did sibling relationships develop?"
what-lifestyle-choices-were,tazs9FfYrwLRvmRLutCg,"What lifestyle choices were common?",3,3,childhood-reflection,"Childhood Reflection",33,"Preschool > Childhood Reflection > What lifestyle choices were common?"
how-did-wealth-affect-choices,tbvO0bFbkHoMsGvUUifX,"How did wealth affect choices?",3,3,financial,"Financial",15,"THEMES > Financial > How did wealth affect choices?"
what-was-your-name-again,tcMQga3s1ME1MxeClXdz,"What Was Your Name Again?",4,4,what-stories-do-you-remember,"What stories do you remember of them dating?",0,"Introduction > Their Partnership > What stories do you remember of them dating? > What Was Your Name Again?"
what-family-challenges-arose,tcfZAF6lRmldbmSRmrvU,"What family challenges arose?",3,3,parenthood,"Parenthood",21,"Adulthood > Parenthood > What family challenges arose?"
ink-blots,teIJ79kfZaBcNNBarMJm,"Ink Blots",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",26,"Preschool > Elementary School > What do you remember outside of school about this time? > Ink Blots"
familyship,tfj6AtP7WETkXLPTRGHH,"Familyship",3,3,childhood-reflection,"Childhood Reflection",48,"Preschool > Childhood Reflection > Familyship"
heart-of-gold,tgLKSnhOEUjbP3igL41J,"Heart
of Gold",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",2,"Introduction > My Father > What beliefs or values did he instill in you? > Heart
of Gold"
international-financial,th4ovzVX3Y81cgDdL2Kn,"International Financial Analyst",4,4,harris-3m,"Harris/3M",0,"Adulthood > Career > Harris/3M > International Financial Analyst"
caroline,thYLsKP12DS83oVCWsPa,"Caroline",3,3,parenthood,"Parenthood",5,"Adulthood > Parenthood > Caroline"
1999,tiBoxl3W7Lc7vAq9kQjK,"1999",4,4,the-1990-s,"The 1990�s",9,"The Decades > The 1990�s > 1999"
the-bond-motto,tmbGBq7WhFxBlC2305ko,"The Bond Motto",4,4,what-do-you-know-about-the,"What do you know about the family origins?",1,"Introduction > Family Names > What do you know about the family origins? > The Bond Motto"
have-these-changed-over-time,tmpBlE4FwH19BI5m5bnF,"Have these changed over time?",3,3,food,"Food",4,"THEMES > Food > Have these changed over time?"
summer-movies,tnITp56IKpzyEObqHLGh,"Summer Movies",4,4,how-did-you-spend-summers,"How did you spend summers?",0,"Preschool > Elementary School > How did you spend summers? > Summer Movies"
the-2020-s,tnVAlnyVSUmJCrSBtZ8G,"The 2020�s",2,2,the-decades,"The Decades",7,"The Decades > The 2020�s"
has-life-been-good-to-you,tnxbky4n2wY5utuPFF2o,"Has Life been good to you?",3,3,blessings,"Blessings",0,"THEMES > Blessings > Has Life been good to you?"
burning-leaves,toeb09oGlPwSf1B6KwXD,"Burning Leaves",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",17,"Preschool > Elementary School > What do you remember outside of school about this time? > Burning Leaves"
what-world-political-events-do,tpkEdwvno98gXtIAszOP,"What world/political events do you remember?",3,3,high-school,"High School",41,"Preschool > High School > What world/political events do you remember?"
how-did-college-shape-you,tvA7N27BoIvrIGDuPEyP,"How did college shape you?",3,3,college,"College",20,"Adulthood > College > How did college shape you?"
who-did-you-want-to-become,tvG4FYuJHigED1cILCqL,"Who did you want to become?",3,3,childhood-reflection,"Childhood Reflection",13,"Preschool > Childhood Reflection > Who did you want to become?"
what-new-connections-formed,u2prvATNcKDoDcz0hLBR,"What new connections formed?",3,3,parenthood,"Parenthood",67,"Adulthood > Parenthood > What new connections formed?"
what-was-one-of-the-toughest,u7Fvb5JPxxEl5FpwWgXT,"What
was one of the toughest, easiest, best, worst parts about raising first,
second, third",3,3,miscellaneous,"Miscellaneous",27,"THEMES > Miscellaneous > What
was one of the toughest, easiest, best, worst parts about raising first,
second, third"
what-fears-did-you-face,u9jxIvSJijlUb92lJlb7,"What fears did you face?",3,3,childhood-reflection,"Childhood Reflection",18,"Preschool > Childhood Reflection > What fears did you face?"
who-were-your-friends,uAMyg7z1CVj8n4QUhAsc,"Who were your friends?",3,3,elementary-school,"Elementary School",22,"Preschool > Elementary School > Who were your friends?"
what-matters-for-the-future,uAkPSiFqJSwv5V1SfUlP,"What matters for the future?",3,3,the-future,"The Future",9,"Adulthood > The Future > What matters for the future?"
where-did-you-live-during,uEcYTIBpDofaKXsk5qdu,"Where did you live during college?",3,3,college,"College",13,"Adulthood > College > Where did you live during college?"
what-qualities-did-you-get,uEtXAULSJTA7NUzNMHhJ,"What qualities did you get from your mother?",3,3,my-mother,"My Mother",4,"Introduction > My Mother > What qualities did you get from your mother?"
odd-jobs,uM1whPgVT2o18TA4xL8s,"Odd Jobs",4,4,what-are-your-views-on-money,"What are your views on money?",6,"THEMES > Financial > What are your views on money? > Odd Jobs"
what-beliefs-or-values-did-he,uQvjiU4q4f786p3YEY8J,"What beliefs or values did he instill in you?",3,3,my-father,"My Father",5,"Introduction > My Father > What beliefs or values did he instill in you?"
what-surprised-you-most,uULG2n26bd0ueYxtbswA,"What surprised you most?",3,3,career-reflection,"Career Reflection",49,"Adulthood > Career Reflection > What surprised you most?"
how-did-your-outlook-mature,uY7eI0PxTnq4xS1wTMQK,"How did your outlook mature?",3,3,parenthood,"Parenthood",55,"Adulthood > Parenthood > How did your outlook mature?"
1991,uqTewf67sLoce7Ccn02Z,"1991",4,4,the-1990-s,"The 1990�s",1,"The Decades > The 1990�s > 1991"
what-mistakes-taught-you-most,ux1BB9Cn9FOiADKcrQDi,"What mistakes taught you most?",3,3,childhood-reflection,"Childhood Reflection",29,"Preschool > Childhood Reflection > What mistakes taught you most?"
what-was-it-like-the-first,v6QRCXNumwSEBcZAFWVD,"What was it like the first time you fell in love?",3,3,relationships,"Relationships",4,"THEMES > Relationships > What was it like the first time you fell in love?"
what-family-activities-were,vUbnA62GGEPb81krBBNQ,"What family activities were common?",3,3,my-siblings,"My Siblings",8,"Introduction > My Siblings > What family activities were common?"
what-caused-you-to-question,vWZo4enolBz3PuR0IXQy,"What caused you to question beliefs?",3,3,childhood-reflection,"Childhood Reflection",10,"Preschool > Childhood Reflection > What caused you to question beliefs?"
wealth-inequality,vYTCn8jQLriAAFMc3lWL,"Wealth Inequality:",3,3,issues,"Issues",3,"THEMES > Issues > Wealth Inequality:"
what-was-the-mascot,vcsxtq1B5Fqcs1pzav2Y,"What was the mascot?",3,3,high-school,"High School",1,"Preschool > High School > What was the mascot?"
globalization-vs-protectionism,vgsPBggtutAKfLg6Uqbd,"Globalization vs. Protectionism:",3,3,issues,"Issues",15,"THEMES > Issues > Globalization vs. Protectionism:"
what-peace-have-you-found,vkiCIwNSSIjEfqT5gi26,"What peace have you found?",3,3,personal,"Personal",21,"THEMES > Personal > What peace have you found?"
how-did-you-handle-education,vnAS7F5hV5mC5Bb4gHiq,"How did you handle education decisions?",3,3,parenthood,"Parenthood",20,"Adulthood > Parenthood > How did you handle education decisions?"
what-things-do-you-admire-the,vpHrRVWOkxPSq7lLAsoA,"What things do you admire the most about your mother?",3,3,my-mother,"My Mother",5,"Introduction > My Mother > What things do you admire the most about your mother?"
what-wisdom-surprised-you,w1cmPcgLtqw0kDMGX9gz,"What wisdom surprised you?",3,3,personal,"Personal",26,"THEMES > Personal > What wisdom surprised you?"
ymca-days,w7xiCCeik4Bo9nWQm0kD,"YMCA Days",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",39,"Preschool > Elementary School > What do you remember outside of school about this time? > YMCA Days"
the-fire,w9ZIRJcb2UzXeMuUQ906,"The Fire",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",7,"Preschool > Elementary School > What do you remember outside of school about this time? > The Fire"
how-did-you-support-their,wIb7RGUvIQ8JMUoINzBc,"How did you support their growth?",3,3,parenthood,"Parenthood",99,"Adulthood > Parenthood > How did you support their growth?"
did-you-work-in-college,wL13sxbqbd1dJEAe9KJx,"Did you work in college?",3,3,college,"College",9,"Adulthood > College > Did you work in college?"
what-political-changes,wLHDY4CRwjmrajajnlit,"What political changes mattered?",3,3,parenthood,"Parenthood",78,"Adulthood > Parenthood > What political changes mattered?"
the-runaways,wR4fvap3wNnCGuJPfD5e,"The Runaways",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",20,"Preschool > Elementary School > What do you remember outside of school about this time? > The Runaways"
best-shape-of-my-life,wTHreAIMwuelZM0BHMQX,"Best Shape of My Life",4,4,what-memories-do-you-have-of,"What memories do you have of college?",11,"Adulthood > College > What memories do you have of college? > Best Shape of My Life"
reflection,wTbFKkIODy1nOfvaB2jm,"Reflection",2,2,themes,"THEMES",16,"THEMES > Reflection"
what-cultural-shifts-occurred,wXvR4Qw6vwZMKk7m2Tdc,"What cultural shifts occurred?",3,3,parenthood,"Parenthood",81,"Adulthood > Parenthood > What cultural shifts occurred?"
what-financial-lessons-did-you,wbDMKw3NfSmdSaVwS0nZ,"What financial lessons did you learn?",3,3,financial,"Financial",13,"THEMES > Financial > What financial lessons did you learn?"
camp-greenville,weeEzEBkcbb9Aue3idRB,"Camp Greenville",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",43,"Preschool > Elementary School > What do you remember outside of school about this time? > Camp Greenville"
how-did-your-values-evolve,wjbAnlrDGfhS5o8IwU6j,"How did your values evolve?",3,3,childhood-reflection,"Childhood Reflection",5,"Preschool > Childhood Reflection > How did your values evolve?"
themes,wkb24WrIxoboiYCqpIqL,"THEMES",1,1,,,4,"THEMES"
success-from-humble-beginnings,wl7AnyC2vazinBNmlZga,"Success From Humble Beginnings",4,4,what-do-you-admire-most-about,"What do you admire most about your father?",0,"Introduction > My Father > What do you admire most about your father? > Success From Humble Beginnings"
what-principles-guided-you,wmR2kDpE1VFTcJwGVzbx,"What principles guided you?",3,3,parenthood,"Parenthood",54,"Adulthood > Parenthood > What principles guided you?"
cameras,wojN66k9XXNDVMWqaGNY,"Cameras",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",4,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Cameras"
tribute-to-my-father,wqqgMWqWuidX4Q53GJjZ,"Tribute to My Father",4,4,what-do-you-admire-most-about,"What do you admire most about your father?",2,"Introduction > My Father > What do you admire most about your father? > Tribute to My Father"
computers,wvYccE50NAhub2CsLa5X,"Computers",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",1,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Computers"
